name,slug,brand,category,gender,price,stock,description,imageKey,source,externalName,confidence
"Image",armaf-image,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/image/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"M6294015189599 White Xl 3 Ezgif.com Webp To Jpg Converter",armaf-m6294015189599-white-xl-3-ezgifcom-webp-to-jpg-converter,"Armaf",decants,,23750,0,"Descubre Odyssey Femme, una fragancia floral exquisita diseñada para resaltar tu feminidad. Las notas de salida combinan la dulzura de la ciruela y la miel con el frescor de la bergamota, mientras la gardenia y la tuberosa añaden un toque envolvente y seductor. En el corazón, un bouquet floral de jazmín, rosa y lirio de los valles, realzado por un toque especiado de azafrán, crea un equilibrio perfecto entre lo delicado y lo audaz. Finalmente, el cacao, la haba tonka y el almizcle ofrecen un fon",products/armaf/m6294015189599-white-xl-3-ezgifcom-webp-to-jpg-converter/01.jpg,local-assets+disfragancias,"Armaf Odyssey Femme White Edition",0.45
"Odyssey Homme 6.8",armaf-odyssey-homme-68,"Armaf",decants,,23750,0,"Un Viaje a un Paraíso Gourmand Odyssey Marshmallow de Armaf es una fragancia que te transporta a un mundo de ensueño, donde la dulzura de un postre se combina con la frescura de un jardín florecido. Esta fragancia, diseñada para ser disfrutada tanto por hombres como por mujeres, es una audaz mezcla de lo floral, lo frutal y lo gourmand. La fragancia se abre con un ramillete de notas de salida frescas y luminosas: el dulzor tropical del coco se une a la delicadeza de la peonía , la jugosidad de l",products/armaf/odyssey-homme-68/01.jpg,local-assets+disfragancias,"Armaf Odyssey marshmallow",0.55
"Product 17270 Ezgif.com Webp To Jpg Converter",armaf-product-17270-ezgifcom-webp-to-jpg-converter,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/product-17270-ezgifcom-webp-to-jpg-converter/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Bharara Mast Rome Pour Femme",bahara-bharara-mast-rome-pour-femme,"Bahara",decants,,20900,0,"Este perfume se encuentra inspirado en Valentino Donna Born In Roma. Bharara Mast Perfume Rome Pour Femme es una fragancia elegante y vibrante que irradia frescura y calidez a cada nota. Al abrirse, te envuelve en un estallido afrutado de grosellas negras, acentuado por el toque especiado del pimienta rosa y la luminosidad cítrica de la bergamota. En el corazón, el jazmín florece con una dulzura floral delicada, añadiendo un toque de sofisticación y gracia que resuena con la esencia de la mujer",products/bahara/bharara-mast-rome-pour-femme/01.jpg,local-assets+disfragancias,"Bharara mast perfume rome pour femme",0.5
"1500x1500 MI",creed-1500x1500-mi,"Creed",decants,,123500,0,"El Elixir de la Realeza en el Desierto Oud Zarian de Creed es la nueva obra maestra que redefine el lujo oriental, una fragancia diseñada para el hombre y la mujer que ostentan una sofisticación atemporal y un espíritu aventurero. Lanzada en 2025, esta fragancia Oriental Amaderada es un viaje hacia lo exótico, lo místico y lo profundamente sensual. El viaje inicia con una apertura vibrante y humeante que evoca un ritual ancestral: la bergamota aporta un brillo fugaz que es rápidamente envuelto p",products/creed/1500x1500-mi/01.jpg,local-assets+disfragancias,"Creed Oud Zarian",0.4
"1500x1500 0000 Absolu Aventus 100ml Bottle 1 Jpg",creed-1500x1500-0000-absolu-aventus-100ml-bottle-1-jpg,"Creed",decants,,123500,0,"El Elixir de la Realeza en el Desierto Oud Zarian de Creed es la nueva obra maestra que redefine el lujo oriental, una fragancia diseñada para el hombre y la mujer que ostentan una sofisticación atemporal y un espíritu aventurero. Lanzada en 2025, esta fragancia Oriental Amaderada es un viaje hacia lo exótico, lo místico y lo profundamente sensual. El viaje inicia con una apertura vibrante y humeante que evoca un ritual ancestral: la bergamota aporta un brillo fugaz que es rápidamente envuelto p",products/creed/1500x1500-0000-absolu-aventus-100ml-bottle-1-jpg/01.jpg,local-assets+disfragancias,"Creed Oud Zarian",0.4
"1500x1500 0000s 0016 Silver Mountain Water 100ml",creed-1500x1500-0000s-0016-silver-mountain-water-100ml,"Creed",decants,,123500,0,"El Elixir de la Realeza en el Desierto Oud Zarian de Creed es la nueva obra maestra que redefine el lujo oriental, una fragancia diseñada para el hombre y la mujer que ostentan una sofisticación atemporal y un espíritu aventurero. Lanzada en 2025, esta fragancia Oriental Amaderada es un viaje hacia lo exótico, lo místico y lo profundamente sensual. El viaje inicia con una apertura vibrante y humeante que evoca un ritual ancestral: la bergamota aporta un brillo fugaz que es rápidamente envuelto p",products/creed/1500x1500-0000s-0016-silver-mountain-water-100ml/01.jpg,local-assets+disfragancias,"Creed Oud Zarian",0.4
"Aventus 50ml Bottle",creed-aventus-50ml-bottle,"Creed",decants,,123500,0,"El Elixir de la Realeza en el Desierto Oud Zarian de Creed es la nueva obra maestra que redefine el lujo oriental, una fragancia diseñada para el hombre y la mujer que ostentan una sofisticación atemporal y un espíritu aventurero. Lanzada en 2025, esta fragancia Oriental Amaderada es un viaje hacia lo exótico, lo místico y lo profundamente sensual. El viaje inicia con una apertura vibrante y humeante que evoca un ritual ancestral: la bergamota aporta un brillo fugaz que es rápidamente envuelto p",products/creed/aventus-50ml-bottle/01.jpg,local-assets+disfragancias,"Creed Oud Zarian",0.4
"Viking 50ml Bottle",creed-viking-50ml-bottle,"Creed",decants,,76000,0,"Inspirada en la valentía y el espíritu indomable de los exploradores nórdicos, Viking Cologne de Creed es una fragancia refrescante y audaz diseñada para el hombre moderno que desafía los límites. Desde el primer instante, sus notas cítricas de mandarina, limón, bergamota y la chispeante pimienta rosa crean una apertura vibrante y enérgica. En el corazón, la fusión de lavanda, geranio, romero, salvia y nuez moscada aporta un carácter herbal y especiado, equilibrando frescura con sofisticación. F",products/creed/viking-50ml-bottle/01.jpg,local-assets+disfragancias,"Creed Viking Cologne",0.52
"1 66",lattafa-1-66,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/1-66/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"16",lattafa-16,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/16/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"17",lattafa-17,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/17/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"1 1282228f D6e2 44b8 865d 4a1bd4bc65d6",lattafa-1-1282228f-d6e2-44b8-865d-4a1bd4bc65d6,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/1-1282228f-d6e2-44b8-865d-4a1bd4bc65d6/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"1 78bd61db E256 40a9 Aabe 198eaad677f5",lattafa-1-78bd61db-e256-40a9-aabe-198eaad677f5,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/1-78bd61db-e256-40a9-aabe-198eaad677f5/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 008dcbf5 1c60 4501 Abe2 Dafd2490c98f",lattafa-2-008dcbf5-1c60-4501-abe2-dafd2490c98f,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-008dcbf5-1c60-4501-abe2-dafd2490c98f/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 0de72c59 4763 4735 B1e7 D5086532f29d",lattafa-2-0de72c59-4763-4735-b1e7-d5086532f29d,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-0de72c59-4763-4735-b1e7-d5086532f29d/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 1b8e4113 2278 4e6a B5d7 1c814516d8bc",lattafa-2-1b8e4113-2278-4e6a-b5d7-1c814516d8bc,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-1b8e4113-2278-4e6a-b5d7-1c814516d8bc/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 2c672f1e 556e 4299 B773 33ec7ab824e3",lattafa-2-2c672f1e-556e-4299-b773-33ec7ab824e3,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-2c672f1e-556e-4299-b773-33ec7ab824e3/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 50ddc3a2 A248 4eeb 89bd D631b79df484",lattafa-2-50ddc3a2-a248-4eeb-89bd-d631b79df484,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-50ddc3a2-a248-4eeb-89bd-d631b79df484/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 585755fd 0e58 4a88 B511 9cc62121902d",lattafa-2-585755fd-0e58-4a88-b511-9cc62121902d,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-585755fd-0e58-4a88-b511-9cc62121902d/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 58ebd2d8 Dc1f 4b40 9b72 9bd086aa5396",lattafa-2-58ebd2d8-dc1f-4b40-9b72-9bd086aa5396,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-58ebd2d8-dc1f-4b40-9b72-9bd086aa5396/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 7963f526 Fea1 4b57 8bfb E95e34eb65b9",lattafa-2-7963f526-fea1-4b57-8bfb-e95e34eb65b9,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-7963f526-fea1-4b57-8bfb-e95e34eb65b9/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 797f16eb 8ff1 42c8 A1f0 Dce71b9b2bae",lattafa-2-797f16eb-8ff1-42c8-a1f0-dce71b9b2bae,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-797f16eb-8ff1-42c8-a1f0-dce71b9b2bae/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 7f7a2c86 3138 4e61 A04d 56907552a5aa",lattafa-2-7f7a2c86-3138-4e61-a04d-56907552a5aa,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-7f7a2c86-3138-4e61-a04d-56907552a5aa/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 899ab237 9c6c 47aa A8ca Cb8fb55ad828",lattafa-2-899ab237-9c6c-47aa-a8ca-cb8fb55ad828,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-899ab237-9c6c-47aa-a8ca-cb8fb55ad828/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 9c54476c B1d0 45ed 9bc9 F9f0e7678e56",lattafa-2-9c54476c-b1d0-45ed-9bc9-f9f0e7678e56,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-9c54476c-b1d0-45ed-9bc9-f9f0e7678e56/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 A89d9a61 8b32 43f9 8b71 39095df7302c",lattafa-2-a89d9a61-8b32-43f9-8b71-39095df7302c,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-a89d9a61-8b32-43f9-8b71-39095df7302c/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 Adc89105 B9ab 4e33 8af0 Db8095faf47a",lattafa-2-adc89105-b9ab-4e33-8af0-db8095faf47a,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-adc89105-b9ab-4e33-8af0-db8095faf47a/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 B2eadba7 6da0 4f1a 8c3d 9eddf8f8ecf3",lattafa-2-b2eadba7-6da0-4f1a-8c3d-9eddf8f8ecf3,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-b2eadba7-6da0-4f1a-8c3d-9eddf8f8ecf3/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 E8fe1696 D695 405e A55b 9984b298a9b9",lattafa-2-e8fe1696-d695-405e-a55b-9984b298a9b9,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-e8fe1696-d695-405e-a55b-9984b298a9b9/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 F0783ded 27cd 4e99 Ad6a 32e9b33eb77a",lattafa-2-f0783ded-27cd-4e99-ad6a-32e9b33eb77a,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-f0783ded-27cd-4e99-ad6a-32e9b33eb77a/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 F695aa04 79af 443c Bd01 7cf1abc514df",lattafa-2-f695aa04-79af-443c-bd01-7cf1abc514df,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-f695aa04-79af-443c-bd01-7cf1abc514df/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"5",lattafa-5,"Lattafa",decants,,228000,0,"La Esencia de la Distinción (5 x 20ml) El Lattafa Pride Set #5 es una invitación a explorar las facetas más luminosas y cautivadoras de la perfumería árabe. Este cofre exclusivo reúne cinco fragancias que destacan por su capacidad de evocar emociones, desde la ternura de un abrazo hasta la frescura de una brisa matutina. Presentado en un estuche de lujo con acabado minimalista, es la opción perfecta para quienes disfrutan de aromas con carácter, pero con una elegancia sutil y moderna. Un set imp",products/lattafa/5/01.jpg,local-assets+disfragancias,"Lattafa Pride set 5x20ML #5",0.82
"7",lattafa-7,"Lattafa",decants,,522500,0,"La Caricia de Cachemira y la Chispa Floral Sense de Laverne es más que una fragancia; es una experiencia sensorial diseñada para la mujer que irradia una elegancia moderna y una dulzura sofisticada. Lanzada en 2024 y creada por la nariz Dalia Izem, esta fragancia Floral Frutal es el aroma de la feminidad sutil pero inolvidable. La fragancia se abre con una salida vibrante y frutal que despierta los sentidos: la jugosidad cítrica de la mandarina se equilibra con el toque oscuro y afrutado de las",products/lattafa/7/01.jpg,local-assets+disfragancias,"Set Sense Laverne by Georgina Rodriguez (75 ml  + Body powder)",0.42
"8",lattafa-8,"Lattafa",decants,,23750,0,"La Pasión Española en una Estela Olfativa Este perfume está inspirado en Flamenco de Ramon Monegal Zakat Z28es mucho más que una fragancia es una fragancia profunda y apasionada, diseñada para quienes no temen ser el centro de atención y desean proyectar una sofisticación vibrante. La Salida Explosiva: Abre con una mezcla jugosa y brillante de frambuesa y manzana, matizada por la delicadeza de la violeta y la flor de azahar, creando un inicio dulce pero refrescante. El Corazón Floral y Artístico",products/lattafa/8/01.jpg,local-assets+disfragancias,"Zakat Z28",0.42
"9",lattafa-9,"Lattafa",decants,,23750,0,"El Manifiesto de la Noche Infinita 9 PM Night Out es mucho más que un perfume; es el pase VIP a una experiencia sensorial inolvidable. Lanzada en 2026 , esta obra maestra de la familia Oriental Especiada es el resultado de la colaboración entre los maestros perfumistas Quentin Roussel e Imran Fazlani . Diseñada para hombres y mujeres que dominan la escena nocturna, esta fragancia fusiona la frescura exótica de las frutas con la calidez embriagadora del coñac y maderas de vanguardia. Es el aroma",products/lattafa/9/01.jpg,local-assets+disfragancias,"Afnan 9 PM Night Out",0.42
"ASADELIXIRBOTTLE",lattafa-asadelixirbottle,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/asadelixirbottle/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"Afeef",lattafa-afeef,"Lattafa",decants,,25650,0,"Afeef de Lattafa Perfumes es una fragancia que encarna la sofisticación femenina. Su apertura combina la frescura jugosa del durazno, el toque picante de la pimienta rosa y la chispa cítrica de la bergamota, ofreciendo un inicio vibrante y cautivador. En el corazón, un bouquet floral de nardos, flor de azahar del naranjo y jazmín despliega una feminidad elegante y delicada. La base, con praliné dulce, sándalo cremoso, ámbar cálido y pachulí terroso, envuelve la fragancia en un final irresistible",products/lattafa/afeef/01.jpg,local-assets+disfragancias,"Lattafa afeef",0.7
"Asad Bourbon",lattafa-asad-bourbon,"Lattafa",decants,,23750,0,"Asad Bourbon de Lattafa Perfumes es una fragancia que captura la esencia de la sofisticación masculina con un toque atrevido y seductor. Su apertura vibrante combina la dulzura afrutada de la ciruela Mirabel, la frescura refinada de la lavanda y un toque especiado de pimienta rosa, creando una introducción cautivadora. En su corazón, el cálido cacao y la exótica nuez moscada se mezclan con la intensidad resinosa de la davana, añadiendo profundidad y un toque misterioso. Finalmente, su base irres",products/lattafa/asad-bourbon/01.jpg,local-assets+disfragancias,"Lattafa Asad Bourbon",0.8
"Asad Zanzibar",lattafa-asad-zanzibar,"Lattafa",decants,,23750,0,"Un Viaje Sensorial al Índico Asad Zanzibar Limited Edition de Lattafa Perfumes es una fragancia de la familia Oriental Especiada para hombres, lanzada en 2025 . Esta edición especial captura la esencia de un paraíso tropical, combinando la calidez característica de la línea Asad con una frescura marina y una limpieza jabonosa única. Es un aroma diseñado para el hombre que busca una elegancia relajada pero sofisticada, evocando la brisa de una isla exótica al atardecer. La fragancia se despliega",products/lattafa/asad-zanzibar/01.jpg,local-assets+disfragancias,"Lattafa Asad Zanzibar Limited Edition",0.64
"Badee Al Oud Amethyst",lattafa-badee-al-oud-amethyst,"Lattafa",decants,,25650,0,"Noble Blush , lanzada en 2024, es una creación innovadora de Lattafa Perfumes para mujeres que combina dulzura y elegancia. Perteneciente a la familia olfativa Floral Frutal Gourmand, esta fragancia despliega un aroma tan delicioso como encantador. Las notas de salida presentan una combinación de rosa y leche, que aportan una suavidad y feminidad exquisitas. En el corazón, las notas de merengue y almendra crean una esencia golosa que resulta tentadora y envolvente. Finalmente, el fondo de sándal",products/lattafa/badee-al-oud-amethyst/01.jpg,local-assets+disfragancias,"lattafa badee al oud noble blush",0.66
"Badee Al Oud Noble Blush",lattafa-badee-al-oud-noble-blush,"Lattafa",decants,,25650,0,"Noble Blush , lanzada en 2024, es una creación innovadora de Lattafa Perfumes para mujeres que combina dulzura y elegancia. Perteneciente a la familia olfativa Floral Frutal Gourmand, esta fragancia despliega un aroma tan delicioso como encantador. Las notas de salida presentan una combinación de rosa y leche, que aportan una suavidad y feminidad exquisitas. En el corazón, las notas de merengue y almendra crean una esencia golosa que resulta tentadora y envolvente. Finalmente, el fondo de sándal",products/lattafa/badee-al-oud-noble-blush/01.jpg,local-assets+disfragancias,"lattafa badee al oud noble blush",0.9
"Badee Al Oud Sublime",lattafa-badee-al-oud-sublime,"Lattafa",decants,,25650,0,"Noble Blush , lanzada en 2024, es una creación innovadora de Lattafa Perfumes para mujeres que combina dulzura y elegancia. Perteneciente a la familia olfativa Floral Frutal Gourmand, esta fragancia despliega un aroma tan delicioso como encantador. Las notas de salida presentan una combinación de rosa y leche, que aportan una suavidad y feminidad exquisitas. En el corazón, las notas de merengue y almendra crean una esencia golosa que resulta tentadora y envolvente. Finalmente, el fondo de sándal",products/lattafa/badee-al-oud-sublime/01.jpg,local-assets+disfragancias,"lattafa badee al oud noble blush",0.66
"Eclaire",lattafa-eclaire,"Lattafa",decants,,23750,0,"El Postre Prohibido de la Perfumería Prepárate para un deleite olfativo sin calorías con Lattafa Perfumes Eclaire Pistache , la nueva fragancia Oriental Vainilla que redefine el lujo gourmand en 2025. Creada por la perfumista Dalia Izem, este elixir unisex no es solo un aroma; es un postre artesanal, rico, cremoso y peligrosamente adictivo, inspirado en la sofisticación de la pastelería parisina y la calidez de un sabor oriental. Eclaire Pistache te seduce desde el primer instante con una doble",products/lattafa/eclaire/01.jpg,local-assets+disfragancias,"Lattafa Eclaire Pistache",0.6
"Haya",lattafa-haya,"Lattafa",,,190000,0,"Hayaati: El Pulso de la Vitalidad en un Aroma Hayaati de Lattafa Perfumes es una fragancia que captura la energía y la vitalidad. Su nombre, que significa mi vida en árabe, es un reflejo de su composición vibrante y llena de fuerza, ideal para quienes buscan un aroma que los impulse a vivir intensamente cada momento. La fragancia se abre con un inicio refrescante y frutal, donde la chispa de la manzana se une a la luminosa acidez de la bergamota . En su corazón, la calidez especiada de la ca",products/lattafa/haya/01.jpg,local-assets+disfragancias,"Lattafa Hayaati",0.82
"IMG",lattafa-img,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/img/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"Khamrah",lattafa-khamrah,"Lattafa",decants,,25650,0,"El nuevo Khamrah Dukhan 100ml de Lattafa Perfumes es una obra maestra gourmand embriagadora y ahumada que cautiva los sentidos con su calidez misteriosa y su encanto picante y dulce. Una evolución más profunda y oscura de la línea Khamrah, Khamrah Dukhan fusiona la riqueza oriental con la sensualidad moderna, perfecta para quienes desean un aroma audaz y lujoso que deje un rastro duradero de misterio y elegancia. La fragancia se abre con la intensidad ardiente del pimiento y las especias cálidas",products/lattafa/khamrah/01.jpg,local-assets+disfragancias,"Lattafa Khamrah Dukhan",0.6
